index,Acc,PValue,FDR,candidate,S1,S2,S3,C1,C2,C3,mean_s,mean_c,Log2FC,Log10signal,-Log10PValue,Log10signal_Q,transcript_id,gene_id,transcript_mean,Intensity,Mol. weight [kDa],S1_copy_number,S2_copy_number,S3_copy_number,C1_copy_number,C2_copy_number,C3_copy_number,mean_s_cn,mean_c_cn
2209,2209_ENST00000263257_Q9UNW9__NOVA2,0.0006218073411873644,0.0015543247641324248,high,119765.85557172794,117383.5293332191,125645.48140094164,147720.7969874668,150727.97149819438,139934.97347355715,120931.6221019629,146127.9139864061,0.2730402537447032,5.426608090249794,3.2063441548911826,10,ENST00000263257,ENSG00000104967,0.2730402537447032,244390000,49.008,18042,18000,19283,22691,23090,21410,18441,22397
2210,2210_ENST00000221566_O43765__SGTA,0.08445367271033928,0.11243219004996088,no,1421283.943724689,1442690.6992661515,1326982.7610446808,1245454.0062203528,1237347.626996803,1394334.1442884908,1396985.801345174,1292378.5925018822,-0.11228859907709907,6.429649650685648,1.073381459140325,36,ENST00000221566,ENSG00000104969,-0.11228859907709907,5238200000,34.063,655649,677424,623613,585831,580429,653272,652228,606510
2211,2211_ENST00000312865_Q71SY5__MED25,0.03631248241367016,0.05294224102040271,low,191018.44390906155,153314.23974746498,159953.33442447538,146016.5690205127,146133.7691261634,138099.26736992557,168095.33936033395,143416.53517220056,-0.22906835594347674,5.4934746061979585,1.4399440605966882,12,ENST00000312865,ENSG00000104973,-0.22906835594347674,166380000,78.17,10530,8603,8983,8208,8192,7732,9372,8044
2212,2212_ENST00000588234_Q9UNZ5__C19orf53,0.1733208331271436,0.21386091427352635,no,230824.98497103626,260208.33468250307,269884.69429299847,283417.3188747574,258010.76839131315,274102.0179329713,253639.33798217928,271843.3683996806,0.09999711770069096,5.7205584279826915,0.7611492320444735,17,ENST00000588234,ENSG00000104979,0.09999711770069096,285940000,10.575999999999999,95812,109940,114124,119955,108904,115555,106625,114804
2213,2213_ENST00000270538_O43615__TIMM44,0.36951108105361935,0.42286266673026074,no,2148575.6200220115,2228518.759034559,2220224.272060686,2233275.0315104206,2263688.8051279937,2196828.615821435,2199106.2170390855,2231264.15081995,0.020944030651747988,6.646440033670923,0.4323725332683947,41,ENST00000270538,ENSG00000104980,0.020944030651747988,9856400000,51.355,750909,792774,790484,795852,804488,779775,778055,793371
2215,2215_ENST00000316763_Q8IV63_A0A024QZI4_VRK3,0.859438595052114,0.8815064486041675,no,18472.516113180383,18916.162720532637,18394.63345881467,17270.562057707182,19201.223668717634,18948.900709071648,18594.437430842565,18473.562145165488,-0.009409021005906676,4.568999149381519,0.06578514722903339,1,ENST00000316763,ENSG00000105053,-0.009409021005906676,21973000,52.881,1671,1742,1695,1593,1766,1741,1702,1700
2216,2216_ENST00000588367__K7EIY1_FAM32A,0.3191399518145013,0.37125103928116937,no,134480.73196839038,129919.00521595267,129233.74537291123,129531.84541423434,130135.77588600806,123594.17979696758,131211.16085241808,127753.93369907,-0.03852272697467837,5.413241230238491,0.49601882486793186,10,ENST00000588367,ENSG00000105058,-0.03852272697467837,73562000,10.985999999999999,28053,27586,27463,27552,27605,26185,27700,27114
2217,2217_ENST00000412770_Q9UPN7__PPP6R1,0.9030343751864445,0.9176639663804533,no,720479.0449413591,785531.8003679293,825491.9376518267,763125.9317951737,781659.044289564,773103.1115130503,777167.5943203716,772629.362532596,-0.008449239985467084,6.190274803786758,0.044295717383461504,30,ENST00000412770,ENSG00000105063,-0.008449239985467084,1958800000,96.723,75954,84292,88654,82031,83794,82776,82966,82867
2218,2218_ENST00000263390_O95402__MED26,0.5499664668272584,0.6002012725507758,no,22275.980704290017,19990.103047266086,21509.33657429549,22191.783310430223,18838.045615592655,20676.27005904631,21258.47344195053,20568.699661689727,-0.04758741092593929,4.621458513708616,0.25966378998913336,1,ENST00000263390,ENSG00000105085,-0.04758741092593929,9136700,65.446,600,548,590,610,516,566,579,564
2219,2219_ENST00000269701_O43823__AKAP8,0.00018490356526988213,0.0005729798246051268,high,835020.8648096352,855634.1810060818,891014.3126885756,672433.6521463379,720236.5560548019,717099.0285809449,860556.4528347641,703256.4122606949,-0.2912190346910545,6.194184781640109,3.733054714789402,30,ENST00000269701,ENSG00000105127,-0.2912190346910545,1814400000,76.107,102698,107115,111638,84328,90076,89574,107150,87992
2220,2220_ENST00000263383_A1L0T0__ILVBL,0.0040296599337461495,0.007646924984175806,high,2501528.9874326135,2527555.5913922354,2554866.444995154,2663750.3920521624,2652107.7329451586,2640407.43496127,2527983.674606668,2652088.5199861974,0.06914178294821507,6.71433581254346,2.3947316027743115,42,ENST00000263383,ENSG00000105135,0.06914178294821507,13528000000,67.867,776579,798688,807993,843194,837216,832506,794420,837638
2221,2221_ENST00000342784_Q6ZW31__SYDE1,0.699607109491609,0.7390008527967542,no,323319.9485079808,352594.97710037464,331728.81754656846,347746.6646644141,336747.77030880854,333657.1389016099,335881.24771830795,339383.8579582775,0.01496669589647293,5.8294743081332525,0.15514578581816596,20,ENST00000342784,ENSG00000105137,0.01496669589647293,1050900000,79.792,50875,56473,53176,55794,53882,53323,53508,54333
2222,2222_ENST00000427043_P31944_B2CIS9_CASP14,0.1389061782077629,0.17500042442023042,no,24778.01885699587,28265.924237499115,30485.620742420055,33439.687892327354,33039.21543791214,27893.704712395727,27843.187945638347,31457.536014211742,0.17608126860673035,4.773059995385322,0.8572784374742752,2,ENST00000427043,ENSG00000105141,0.17608126860673035,96146000,27.679000000000002,11710,13597,14677,16114,15877,13388,13328,15126
2223,2223_ENST00000585603_O95707__POP4,0.012253275882470696,0.02011892680170904,med,336232.3798373704,292898.7079040187,285126.37981656834,261504.31359595852,260943.43117029735,262064.60085997713,304752.4891859858,261504.1152087443,-0.22080435478058774,5.753013280337376,1.9117477882393576,18,ENST00000585603,ENSG00000105171,-0.22080435478058774,576500000,25.424,108623,96316,93839,86143,85723,85987,99592,85951
2224,2224_ENST00000392271_O94763__URI1,0.00010596339650771657,0.0003629607980206725,high,487546.1157391054,480051.3260498523,484123.17582946527,544469.2756646725,547972.1260062963,540700.7125571095,483906.87253947434,544380.7047426928,0.16988650346625414,6.01211458913487,3.9748441294525914,25,ENST00000392271,ENSG00000105176,0.16988650346625414,990390000,59.832,63316,63458,64050,72099,72365,71318,63608,71927
2225,2225_ENST00000590247_O14737__PDCD5,0.00032512628297995215,0.0009076630479993172,high,2131773.1660050615,1986974.766582182,1976694.757975602,1668775.8172711763,1544323.8764006915,1686542.4437354242,2031814.2301876154,1633214.0458024305,-0.3150546217465174,6.564077329607181,3.487947921024401,39,ENST00000590247,ENSG00000105185,-0.3150546217465174,9401000000,14.285,3088150,2929856,2917134,2464955,2274899,2481367,2978380,2407073
2226,2226_ENST00000306065_Q96NW4__ANKRD27,0.018208420098737303,0.028632080879898512,med,28705.719774776288,32604.272833251656,32956.9110077546,36399.99499048098,36457.62886295101,35453.20263423606,31422.301205260843,36103.608829222685,0.20035421266692213,4.829470445807158,1.7397277352686138,2,ENST00000306065,ENSG00000105186,0.20035421266692213,76294000,116.98,2237,2586,2617,2893,2889,2806,2480,2862
2227,2227_ENST00000251453_P62249__RPS16,2.638131478362765e-05,0.00012180309166057873,high,4588699.275501771,4509901.304841946,4502090.194799721,4020610.411667849,4065233.5376544516,4001538.3704900853,4533563.591714479,4029127.4399374616,-0.17017808340162804,6.932610273617778,4.578703564019168,45,ENST00000251453,ENSG00000105193,-0.17017808340162804,116600000000,16.445,30653839,30666118,30638593,27386768,27615122,27149290,30652850,27383726
2228,2228_ENST00000607714_Q3ZCQ8__TIMM50,9.953746192965562e-05,0.0003450717969918847,high,1057027.1072481389,1002560.3274307357,1047851.81914993,866768.2400077162,888070.2138551828,891581.3890539954,1035813.0846096015,882139.9476389647,-0.23168423182304915,6.282837967753816,4.002013437371364,33,ENST00000607714,ENSG00000105197,-0.23168423182304915,3465500000,39.646,388647,375212,392490,324958,332035,332941,385449,329978
2229,2229_ENST00000625241_P22087__FBL,0.0034237820154199025,0.006622391183282678,high,2431977.011107905,2605601.4272057093,2712907.538431433,2307756.105621748,2131310.404763939,2234746.479601367,2583495.3255816824,2224604.3299956843,-0.21577551350325214,6.681973460537698,2.4654938936776856,42,ENST00000625241,ENSG00000280548,-0.21577551350325214,25015000000,33.784,3021457,3295045,3433612,2923482,2692588,2819820,3250038,2811963
2230,2230_ENST00000627034_Q9Y463_A0A024R0J6_DYRK1B,0.2264271328639899,0.2724795338376761,no,48762.7582182824,43009.458464421696,45058.021920121035,43577.74031055992,41620.204888122586,44233.49527089589,45610.07953427504,43143.813489859465,-0.08019898372824637,4.948187411663119,0.6450715326645937,3,ENST00000627034,ENSG00000281320,-0.08019898372824637,137790000,64.933,9406,8445,8854,8572,8164,8666,8901,8467
2231,2231_ENST00000415930__A0A2U3TZU2_GPI,7.320477213526922e-06,4.706110288443732e-05,high,18362536.414160345,17437643.150021154,17152801.66412676,13846326.235216051,13743565.475382015,13782842.548578318,17650993.74276942,13790911.419725463,-0.356031603388098,7.497508853413513,5.135460606858814,49,ENST00000415930,ENSG00000105220,-0.356031603388098,205990000000,67.285,14424228,13942613,13726327,11090420,10978058,10996005,14031056,11021494
2232,2232_ENST00000392038_P31751__AKT2,0.14052213616404896,0.17686976505112859,no,1440530.3910531958,1560083.4867056354,1571862.0922979037,1597450.7208764302,1574558.4493233461,1591145.9134319453,1524158.6566855784,1587718.3612105737,0.05894193406196264,6.493022425237813,0.852255256850355,38,ENST00000392038,ENSG00000105221,0.05894193406196264,3751600000,55.768,251231,276946,279270,284074,279239,281836,269149,281716
2233,2233_ENST00000409735_Q8IV08_A0A024R0Q4_PLD3,3.860669874342008e-06,2.9481631491027477e-05,high,3229838.994276418,3389855.608909076,3433934.8757456997,4346728.109047957,4326358.557851311,4337482.618635564,3351209.8263103976,4336856.428511611,0.3719676640724306,6.885817117373758,5.413337333284337,45,ENST00000409735,ENSG00000105223,0.3719676640724306,54795000000,54.705,3394834,3626731,3676962,4658582,4624091,4630327,3566175,4637666
2235,2235_ENST00000262971_Q8N2W9__PIAS4,0.00019860921532520635,0.0006072480540160251,high,189765.89733688888,185976.8386501858,182124.08141115902,153927.55316341078,141693.9174267105,137848.48784757152,185955.60579941122,144489.98614589762,-0.36398872949409344,5.519099962874335,3.7020006044205176,12,ENST00000262971,ENSG00000105229,-0.36398872949409344,147030000,56.503,12056,12027,11787,9972,9154,8895,11956,9340
2236,2236_ENST00000598779__A0A0C4DGH3_NUMBL,3.1913770924621415e-07,5.305086268194314e-06,high,616232.5468980141,616136.2300382573,601973.463084404,846338.5442557108,872335.524703543,852078.5986927862,611447.4133402252,856917.5558840133,0.4869279820278635,6.166834014994245,6.496021876627665,29,ENST00000598779,ENSG00000105245,0.4869279820278635,892100000,60.812,49668,50548,49428,69556,71497,69751,49881,70268
2237,2237_ENST00000596496__M0R2S3_YJU2,0.08674476679205523,0.11511962521874569,no,64891.07741346161,78935.53982553509,83791.02555987058,85016.77972184966,91393.75706890094,83699.17026279667,75872.54759962243,86703.23568451575,0.19250785407341175,5.211055855099801,1.0617567162130304,7,ENST00000596496,ENSG00000105248,0.19250785407341175,97923000,19.43,16229,20094,21348,21681,23243,21260,19223,22061
2238,2238_ENST00000221855_Q99426__TBCB,5.2446946162051294e-05,0.00020833832714726332,high,1433402.077227823,1492036.4056583005,1524618.4914130375,1765033.1376269178,1815436.2930584883,1850251.3159281448,1483352.324766387,1810240.2488711837,0.28731987317621316,6.517669874747305,4.2802797944786475,38,ENST00000221855,ENSG00000105254,0.28731987317621316,5382500000,27.325,691613,732776,749403,868364,890722,906697,724597,888594
2239,2239_ENST00000221856_Q9BTV5__FSD1,0.7640598335193718,0.7960856998867163,no,213554.09890270443,227962.35056170472,235655.5806042728,223264.38359671042,230518.18976975224,229092.1092608673,225724.01002289398,227624.89420910997,0.012098462066542047,5.656432570354757,0.11687263049523611,16,ENST00000221856,ENSG00000105255,0.012098462066542047,619640000,55.818999999999996,42187,45838,47425,44972,46307,45964,45150,45747
2240,2240_ENST00000592962__K7EKS1_POLR2I,0.001814206484544641,0.003820158369894813,high,83210.84394466972,76351.60236698935,75956.46174646361,91991.49047549519,92982.66105132272,91757.21787507685,78506.30268604089,92243.78980063158,0.23264330489010482,5.232360947588947,2.741313285084666,7,ENST00000592962,ENSG00000105258,0.23264330489010482,243530000,10.245,93455,87284,86905,105348,106192,104665,89214,105401
2241,2241_ENST00000593074_Q96DZ5__CLIP3,0.01289151743400776,0.021063490736192167,med,49339.13330759111,54976.48662248771,53799.212931461385,58420.30351164359,62063.49749852764,59366.53476782839,52704.944287180064,59950.111925999874,0.18582413870494038,5.051750688613818,1.8896959597273453,4,ENST00000593074,ENSG00000105270,0.18582413870494038,100600000,59.559,5968,6769,6630,7206,7635,7294,6455,7378
2242,2242_ENST00000542575_Q15758__SLC1A5,0.00134075384845564,0.0029734182695242872,high,1383503.8804502133,1620446.3395530675,1631141.5629320096,1961440.150855518,1939461.5982006686,1981860.4092595477,1545030.5943117635,1960920.719438578,0.34389580185268415,6.5448058808632,2.872650947778544,39,ENST00000542575,ENSG00000105281,0.34389580185268415,9324500000,56.598,524493,625304,629957,758208,747665,763078,593251,756317
2243,2243_ENST00000433867_Q9BZL6__PRKD2,0.2967976599647264,0.34823738299821544,no,398452.37622741016,377591.8640157222,371132.2303798271,383377.6530846213,364240.3489303695,366549.38105356647,382392.15687431983,371389.12768951914,-0.04212135154943628,5.877245350264615,0.5275395274779601,21,ENST00000433867,ENSG00000105287,-0.04212135154943628,1189700000,96.721,52455,50598,49774,51463,48761,49010,50942,49744
2244,2244_ENST00000585942_Q8WUQ7__CACTIN,0.0047387553518477964,0.008793035987979191,high,306497.127880101,337050.61668153445,333292.3557663295,293505.9276420968,275806.4929944371,284414.07189216965,325613.3667759883,284575.4975095679,-0.19434847655922266,5.785464277669771,2.324335712082438,19,ENST00000585942,ENSG00000105298,-0.19434847655922266,363000000,88.70100000000001,16584,18563,18372,16194,15176,15630,17839,15666
2247,2247_ENST00000595018_Q9BUJ2_A0A024R0J9_HNRNPUL1,0.002459188167736732,0.004964752778163998,high,3529533.6741060205,3383374.934523616,3415487.3744477993,3198162.6187266614,3212582.263430282,3235457.0856029484,3442798.6610258124,3215400.655919964,-0.09858329666408372,6.823356791865113,2.6092082394259046,44,ENST00000595018,ENSG00000105323,-0.09858329666408372,17700000000,84.79299999999999,892719,871052,880055,824806,826263,831131,881275,827400
2248,2248_ENST00000652521___FZR1,0.8936755351925458,0.9096502119752726,no,98783.15466146985,109865.94704608496,114981.92577264328,105430.6955852722,107809.40507015,107915.44405939268,107877.00916006602,107051.84823827162,-0.011077725283103914,5.332294729905021,0.048820130927673046,9,ENST00000652521,ENSG00000105325,-0.011077725283103914,111810000,54.765,7570,8570,8977,8239,8402,8400,8372,8347
2249,2249_ENST00000221930_P01137__AC011462.1,3.641823019117883e-05,0.0001569522115968732,high,299368.8140547282,277345.0893789136,272798.04968089855,213775.41059552148,213585.0130428001,210845.39121438697,283170.6510381801,212735.2716175695,-0.4126124936567622,5.695399295146021,4.438681163342882,17,ENST00000221930,ENSG00000105329,-0.4126124936567622,440380000,44.325,48387,45629,44918,35232,35105,34612,46311,34983
2250,2250_ENST00000518668__H0YAY3_DENND3,8.587236528802094e-05,0.0003076614104852834,high,582648.0054750434,674601.1711013758,687045.6901063665,947003.7134889447,960242.7724624443,940352.99056141,648098.2888942619,949199.8255042663,0.5504992102492112,6.203385978978579,4.066146574630237,30,ENST00000518668,ENSG00000105339,0.5504992102492112,980060000,135.89,21224,25013,25496,35175,35569,34790,23911,35178
2252,2252_ENST00000221943_Q9NW81_A0A024R0K4_DMAC2,0.009853115102090648,0.01663036812164932,med,260295.47098622037,207474.16139738468,203608.67133737195,174546.60757841112,170266.95075631823,179648.41863354374,223792.76790699235,174820.65898942435,-0.3562877331444949,5.600551923388082,2.0064264438406543,14,ENST00000221943,ENSG00000105341,-0.3562877331444949,1474800000,29.267,265467,215380,211544,181514,176580,186082,230797,181392
2253,2253_ENST00000592528_O60664__PLIN3,0.0008814392566053771,0.0020849133484899117,high,11190434.375288822,11356918.955206238,11355336.926969614,10665100.696901713,10664723.530015005,10721326.139680136,11300896.752488226,10683716.788865617,-0.08102362073160445,7.342118835735453,3.0548076112490246,48,ENST00000592528,ENSG00000105355,-0.08102362073160445,102330000000,45.803000000000004,9174408,9477376,9483977,8915580,8890924,8927212,9378587,8911238
2255,2255_ENST00000596571_Q7Z406__MYH14,0.0021616236520976932,0.004451314773709253,high,298523.5997011483,381933.9158539807,382976.8760302471,494099.8713080288,514541.586216142,480573.8142775037,354478.1305284587,496405.09060055815,0.4858212869133748,5.929869959732788,2.6652199163238413,23,ENST00000596571,ENSG00000105357,0.4858212869133748,3259100000,227.87,40482,52719,52907,68321,70953,66188,48702,68487
2256,2256_ENST00000307422_Q9BYD3_A0A024R7C5_MRPL4,0.002432285078218002,0.0049153830589006645,high,922301.9759485928,961639.4977396852,951013.6858123556,878992.3936966093,880225.5679076832,873354.7333693033,944985.0531668778,877524.2316578653,-0.10685254633876014,6.260669749521085,2.61398552453039,32,ENST00000307422,ENSG00000105364,-0.10685254633876014,4081600000,34.919000000000004,477214,506464,501287,463745,463127,458952,494988,461941
2257,2257_ENST00000600467_P39019_M0QXK4,0.0036420884321476227,0.006989084135208715,high,6975971.575619124,6089611.9768292615,5992175.863661202,5297203.398025141,5364321.433682501,5248915.714679105,6352586.472036528,5303480.182128916,-0.26040473114958057,7.066552022242843,2.438649513475894,47,ENST00000600467,ENSG00000105372,-0.26040473114958057,121570000000,16.06,36548911,32475499,31982590,28298922,28579242,27930297,33669000,28269487
2258,2258_ENST00000246802_Q9NZM5__NOP53,0.0008735277313324897,0.0020731759251754536,high,530091.9659711162,511371.4995441563,506237.6804341431,449832.0238701097,400249.45289771113,431190.3107355452,515900.38198313856,427090.5958344553,-0.2725503832590164,5.974507537591222,3.0587233031899177,24,ENST00000246802,ENSG00000105373,-0.2725503832590164,650840000,54.388999999999996,54269,53288,52798,46958,41668,44834,53451,44486
2259,2259_ENST00000221980_Q9UMF0__ICAM5,1.2348524106931607e-05,6.94788367586222e-05,high,140336.1326106609,145074.52517166524,138963.67745991342,107555.72058110387,108136.26531796248,109339.87174636367,141458.11174741318,108343.95254847668,-0.3847562801981692,5.39759602294368,4.908384946090015,10,ENST00000221980,ENSG00000105376,-0.3847562801981692,174510000,97.115,8144,8570,8216,6365,6382,6445,8310,6397
2260,2260_ENST00000309244_P38117__ETFB,6.127318009232919e-06,4.183353426541761e-05,high,2462628.760557008,2407570.534198567,2394238.2019866095,2030345.6643342183,2042059.3982084752,1995502.8152756076,2421479.1655807276,2022635.9592727672,-0.259651907814214,6.647785300818109,5.212729579098268,41,ENST00000309244,ENSG00000105379,-0.259651907814214,22351000000,27.843000000000004,3588686,3571183,3554375,3016894,3026016,2953420,3571414,2998776
2261,2261_ENST00000601043_Q9NWV8_A0A024R7L2_BABAM1,0.005632367044087273,0.010190482794492702,med,332739.5060629377,305934.1215250592,304766.2196129913,354931.77393249836,345572.99699974555,359978.9575678905,314479.94906699605,353494.57616671146,0.1687200440404214,5.82475989995849,2.24930905130422,20,ENST00000601043,ENSG00000105393,0.1687200440404214,1055200000,36.56,115989,108551,108227,126157,122495,127446,110922,125366
2262,2262_ENST00000524462__E9PM19_TYK2,0.5806068118670622,0.6290233561571505,no,153594.79632585432,145389.3007846733,145487.79377258543,148846.42903971428,150500.98521499126,151049.52190428844,148157.29696103767,150132.312052998,0.019104829881369658,5.474638124879105,0.23611787319101007,11,ENST00000524462,ENSG00000105397,0.019104829881369658,170120000,112.96,6256,6028,6037,6183,6234,6249,6107,6222
2263,2263_ENST00000222005_Q16543_A0A024R7B7_CDC37,0.0004073489077617057,0.0010967821530579258,high,2340836.427197781,2284808.0451254155,2293676.8229602515,2145328.452475011,2122321.7479490954,2116880.1040949654,2306440.4317611493,2128176.768173024,-0.11605004523028663,6.64685613710317,3.3900334438401436,41,ENST00000222005,ENSG00000105401,-0.11605004523028663,7557700000,44.468,723766,719073,722468,676355,667275,664752,721769,669460
2264,2264_ENST00000263354_P54920_A0A024R0R9_NAPA,0.00048743317822721625,0.001269825109664607,high,3712527.673308805,4049773.4234742518,4183533.3431189093,4821807.95465072,4835080.215766125,4846264.113587451,3981944.8133006557,4834384.094668099,0.27985887407836946,6.945287783895568,3.312084912921927,46,ENST00000263354,ENSG00000105402,0.27985887407836946,19344000000,33.232,1977483,2195686,2270103,2618825,2618864,2621720,2147757,2619803
2265,2265_ENST00000601891__M0R3D4_RABAC1,3.00229741783086e-05,0.00013534781565280166,high,325366.7929064093,313784.99563773134,327611.8751837444,264260.53413510654,264357.30486967217,266408.10218714917,322254.5545759617,265008.647063976,-0.2821613143545629,5.768832788472093,4.522546287267734,19,ENST00000601891,ENSG00000105404,-0.2821613143545629,1530100000,17.055999999999997,400981,393622,411311,332076,331291,333453,401971,332273
2266,2266_ENST00000587303_Q13332__PTPRS,6.381634473131018e-09,6.049950738170943e-07,high,918595.2527593989,940345.8533303151,934219.7105454258,1594084.3446454096,1592263.3794131887,1565767.025769716,931053.6055450466,1584038.2499427714,0.7666710340890114,6.400553850864318,8.195068074922895,36,ENST00000587303,ENSG00000105426,0.7666710340890114,2254800000,217.04,30611,31897,31715,54166,53956,52994,31407,53705
2267,2267_ENST00000251268_Q7Z7M0__MEGF8,0.0006529429966666226,0.001623058613076258,high,432484.9830908329,446685.1110709958,454933.3795684587,497055.9704358936,494920.891896065,497666.9465211554,444701.1579100958,496547.93628437136,0.15909683976417371,5.973704571268216,3.1851247319159532,24,ENST00000251268,ENSG00000105429,0.15909683976417371,781800000,303.1,9562,10052,10246,11206,11127,11175,9953,11169
2268,2268_ENST00000330720_P24390__KDELR1,0.021434460195817562,0.03304479280188541,med,1622302.3936002022,1922075.4416649279,2056558.940423828,2193194.114509833,2282210.8858373673,2176565.630415228,1866978.9252296526,2217323.5435874765,0.2481136559756163,6.611117896900196,1.6688874492622685,40,ENST00000330720,ENSG00000105438,0.2481136559756163,32516000000,24.541999999999998,4245628,5120084,5482905,5852491,6073404,5785197,4949539,5903697
2269,2269_ENST00000452733_Q99418__CYTH2,0.00026763164019384206,0.0007718442669239792,high,318849.4774089256,327829.54284165066,324079.8535937806,289592.5152735355,281444.8322692024,282468.02279870224,323586.29128145234,284501.79011381336,-0.18571275921018615,5.783966491268296,3.5724625443074287,19,ENST00000452733,ENSG00000105443,-0.18571275921018615,842600000,46.489,76671,80240,79389,71005,68819,68985,78766,69603
2270,2270_ENST00000253237_Q9BQ67__GRWD1,0.0007708244398118761,0.0018697732408608924,high,916059.6096986592,862670.3417674388,875772.6271650057,793254.9990628068,789385.6573697979,791399.9854640014,884834.1928770345,791346.8806322021,-0.16109690981209904,6.224320932538966,3.113044524028041,31,ENST00000253237,ENSG00000105447,-0.16109690981209904,2251100000,49.419,200838,192514,195602,177333,175986,176220,196318,176513
2271,2271_ENST00000250340_Q9Y240__CLEC11A,0.06632927813731021,0.09038658760428779,low,121385.00114063405,110569.56312222067,109151.84045392278,108460.43419319062,100682.03577757228,104815.8091630967,113702.1349055925,104652.75971128653,-0.11964898675007653,5.339162931458993,1.1782947291103192,9,ENST00000250340,ENSG00000105472,-0.11964898675007653,590430000,35.694,74185,68784,67959,67590,62571,65061,70309,65074
2273,2273_ENST00000427526_P18858__LIG1,0.18075184107108822,0.22210843770428026,no,131232.25752511335,149444.3513287186,137872.57524900103,144712.09823099224,104531.72314069705,123112.68311404782,139516.39470094434,124118.83482857904,-0.1687126057735305,5.421003444495413,0.7429172704486883,10,ENST00000427526,ENSG00000105486,-0.1687126057735305,223340000,98.227,9131,10584,9773,10267,7397,8701,9829,8788
2274,2274_ENST00000599921_Q9UP65_A0A024QZH0_PLA2G4C,0.09763901988533014,0.12786555058869936,no,276364.72700970364,303980.6611031561,304080.0625525206,280650.57840988744,276659.9614192808,276740.2185081359,294808.48355512676,278016.91944576806,-0.08460535614299462,5.758022269318101,1.0103765887440865,18,ENST00000599921,ENSG00000105499,-0.08460535614299462,1081200000,60.938,69059,77318,77408,71509,70300,70234,74595,70681
2275,2275_ENST00000222120_O95716_A0A024R7G2_RAB3D,4.6389174206127835e-05,0.00018877784069994951,high,1133198.2321249796,1145320.326036165,1154768.5873429426,1016035.466076308,1005004.4675100979,988322.0975972918,1144429.0485013623,1003120.6770612326,-0.19013284751635023,6.33194322851605,4.333583358477446,34,ENST00000222120,ENSG00000105514,-0.19013284751635023,5739100000,24.267,1006773,1035736,1045153,920424,907946,891785,1029220,906718
2276,2276_ENST00000590482__K7ELQ9_TMEM205,1.5866424939926727e-06,1.572734886946564e-05,high,930794.8527062512,983488.628524952,987998.6762193651,676252.3851834018,643251.8882436345,649799.8359620133,967427.3858168562,656434.7031296832,-0.5595018674981821,6.21054914279138,5.799520918473265,31,ENST00000590482,ENSG00000105518,-0.5595018674981821,5393200000,19.27,1294227,1391946,1399498,958780,909503,917641,1361890,928641
2278,2278_ENST00000316273_O15382__BCAT2,4.280962826014405e-05,0.00017809248979310706,high,1429328.7550418957,1378161.698599495,1418770.3284781352,1617438.579748114,1640021.2933991235,1611609.5224560355,1408753.5940398418,1623023.1318677578,0.20426427076986958,6.481697214678771,4.368458543370295,37,ENST00000316273,ENSG00000105552,0.20426427076986958,4432300000,44.287,380653,373589,384918,439216,444133,435906,379720,439751
2279,2279_ENST00000355496_Q9H4M7__PLEKHA4,0.0011229496769429173,0.00255198498618021,high,53096.77302410906,53353.54059424311,55823.938683669934,63158.478056804895,65667.13173066024,62237.4587397375,54091.417434007366,63687.689509067546,0.2356148311998804,5.071068256969853,2.949639705462223,5,ENST00000355496,ENSG00000105559,0.2356148311998804,200590000,64.189,11366,11625,12174,13786,14294,13531,11721,13870
2280,2280_ENST00000322088_P30153_A8K7B7_PPP2R1A,0.05685993797717428,0.07883412916918188,low,8368538.597933025,8145374.472959974,8090466.651533328,7952327.450985313,7940888.131577664,8020129.748500246,8201459.907475442,7971115.110354408,-0.041099178117474405,7.2087791743281535,1.2451936183737802,48,ENST00000322088,ENSG00000105568,-0.041099178117474405,91646000000,65.308,5858123,5803853,5769548,5676186,5652546,5701991,5810508,5676907
2281,2281_ENST00000588216_O14787_A0A024R7F7_TNPO2,0.7511905112391424,0.7852243997837617,no,1315581.2329998752,1380568.8062283804,1391436.5308233197,1352441.650812472,1396147.2307257003,1363939.6661791806,1362528.8566838584,1370842.8492391177,0.008776408121671287,6.436698694573918,0.12424990655465502,36,ENST00000588216,ENSG00000105576,0.008776408121671287,4465500000,100.41,172685,184455,186063,181013,186352,181831,181067,183065
2282,2282_ENST00000591470_Q92947_A0A024R7F9_GCDH,0.017112337903432136,0.027115642594564164,med,808676.6535721503,700468.320005628,689171.6521461855,844423.9177743179,820555.4137792492,852921.2178878958,732772.2085746545,839300.1831471543,0.1958221074094708,6.196472540813718,1.7666906526916062,30,ENST00000591470,ENSG00000105607,0.1958221074094708,1809100000,48.126999999999995,155998,137540,135435,166096,160960,167105,142991,164720
2283,2283_ENST00000222219_O00115_A0A024R7F4_DNASE2,0.00024757561902224605,0.0007240217285776444,high,889246.9664097927,806427.3462079068,784243.7746887781,634025.4033355388,658187.5856783993,634181.2873098034,826639.3624354926,642131.4254412473,-0.3643894578998033,6.166954026336676,3.60629212639448,29,ENST00000222219,ENSG00000105612,-0.3643894578998033,5215300000,39.58,643595,594090,578231,467898,484403,466166,605305,472822
